Identifier,Slug,Status,Repository,Title,Description,Input,Input Shape,Output,Mode,Tag,GitHub,Publication,Source Code,License,Both Identifiers,Code,Interpretation,Task,Contributor,Date,Calculation,Output Shape,Output Type,Host URL,DockerHub,Docker Architecture,S3
eos3zur,molfeat-estate,Ready,https://github.com/ersilia-os/eos3zur,Estate Molecular Descriptors,"Electrotopological state (Estate) indices are numerical values computed for each atom in a molecule, and which encode information about both the topological environment of that atom and the electronic interactions due to all other atoms in the molecule",Compound,Single,Descriptor,Pretrained,"Fingerprint,Descriptor",https://github.com/ersilia-os/eos3zur,https://link.springer.com/article/10.1023/A:1015952613760,https://molfeat.datamol.io/featurizers/estate,Apache-2.0,,"$ ersilia serve molfeat-estate
$ ersilia api -i 'CCCOCCC'
$ ersilia close",79 Electrotopological features,Representation,GemmaTuron,11/4/2023,https://github.com/GemmaTuron,List,Float,,https://hub.docker.com/r/ersiliaos/eos3zur,AMD64,https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos3zur.zip
eos1ut3,molfeat-usrcat,Ready,https://github.com/ersilia-os/eos1ut3,USR descriptors with pharmacophoric constraints,"USRCAT is a real-time ultrafast molecular shape recognition with pharmacophoric constraints. It integrates atom type to the traditional Ultrafast Shape Recognition (USR) descriptor to improve the performance of shape-based virtual screening, being able to discriminate between compounds with similar shape but distinct pharmacophoric features",Compound,Single,Descriptor,Pretrained,"Descriptor,Embedding",https://github.com/ersilia-os/eos1ut3,https://jcheminf.biomedcentral.com/articles/10.1186/1758-2946-4-27,https://molfeat.datamol.io/featurizers/usrcat,Apache-2.0,,"$ ersilia serve molfeat-usrcat
$ ersilia api -i 'CCCOCCC'
$ ersilia close",60 features based on USRCAT,Representation,GemmaTuron,28/11/2023,https://github.com/GemmaTuron,List,Float,,https://hub.docker.com/r/ersiliaos/eos1ut3,AMD64,https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos1ut3.zip
eos1af5,molgrad-caco2,Ready,https://github.com/ersilia-os/eos1af5,Coloring molecules for Caco-2 cell permeability,"By combining a Message-Passing Graph Neural Network (MPGNN) and a Forward fully connected Neural Network (FNN) with an integrated gradients explainable artificial intelligence (XAI) method, the authors developed MolGrad and tested it on a number of ADME predictive tasks. MolGrad incorporates explainable features to facilitate interpretation of the predictions.  This model has been trained using experimental data on the permeability of molecules across Caco2 cell membranes (Papp, cm s-1)",Compound,Single,Experimental value,Pretrained,"Permeability,ADME,Papp,Chemical graph model",https://github.com/ersilia-os/eos1af5,https://pubs.acs.org/doi/10.1021/acs.jcim.0c01344,https://github.com/josejimenezluna/molgrad/,AGPL-3.0,"eos1af5,molgrad-caco2","$ ersilia serve molgrad-caco2
$ ersilia api -i 'CCCOCCC'
$ ersilia close",Log 10 of the Passive permeability in cm s-1,Regression,miquelduranfrigola,19/10/2021,https://github.com/miquelduranfrigola,Single,Float,,https://hub.docker.com/r/ersiliaos/eos1af5,AMD64,https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos1af5.zip
eos96ia,molgrad-cyp3a4,Ready,https://github.com/ersilia-os/eos96ia,Coloring molecules for interaction with CYP3A4,"By combining a Message-Passing Graph Neural Network (MPGNN) and a Forward fully connected Neural Network (FNN) with an integrated gradients explainable artificial intelligence (XAI) method, the authors developed MolGrad and tested it on a number of ADME predictive tasks. MolGrad incorporates explainable features to facilitate interpretation of the predictions.  This model has been trained using a ChEMBL dataset of CYP450 3A4 inhibitors (0) and non-inhibitors (1).",Compound,Single,Probability,Pretrained,"CYP450,ADME,Chemical graph model",https://github.com/ersilia-os/eos96ia,https://pubs.acs.org/doi/10.1021/acs.jcim.0c01344,https://github.com/josejimenezluna/molgrad/,GPL-3.0,"eos96ia,molgrad-cyp3a4","$ ersilia serve molgrad-cyp3a4
$ ersilia api -i 'CCCOCCC'
$ ersilia close",Probability that the molecule is metabolized by Cyp3A4 (cut-off: 10 uM),Classification,miquelduranfrigola,18/10/2021,https://github.com/miquelduranfrigola,Single,Float,,https://hub.docker.com/r/ersiliaos/eos96ia,AMD64,https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos96ia.zip
eos43at,molgrad-herg,Ready,https://github.com/ersilia-os/eos43at,Coloring molecules for hERG blockade,"By combining a Message-Passing Graph Neural Network (MPGNN) and a Forward fully connected Neural Network (FNN) with an integrated gradients explainable artificial intelligence (XAI) method, the authors developed MolGrad and tested it on a number of ADME predictive tasks. MolGrad incorporates explainable features to facilitate interpretation of the predictions.In this model, they train MolGrad with a dataset of hERG channel blockers/non-blockers to predict the cardiotoxicity of small molecules (IC50 in hERG blockade).",Compound,Single,Experimental value,Pretrained,"hERG,Toxicity,Cardiotoxicity,Chemical graph model",https://github.com/ersilia-os/eos43at,https://pubs.acs.org/doi/10.1021/acs.jcim.0c01344,https://github.com/josejimenezluna/molgrad/,AGPL-3.0,"eos43at,molgrad-herg","$ ersilia serve molgrad-herg
$ ersilia api -i 'CCCOCCC'
$ ersilia close",pIC50 of hERG inhibition,Regression,miquelduranfrigola,19/10/2021,https://github.com/miquelduranfrigola,Single,Float,,https://hub.docker.com/r/ersiliaos/eos43at,AMD64,https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos43at.zip
eos6ao8,molgrad-ppb,Ready,https://github.com/ersilia-os/eos6ao8,Coloring molecules for plasma protein binding prediction,"By combining a Message-Passing Graph Neural Network (MPGNN) and a Forward fully connected Neural Network (FNN) with an integrated gradients explainable artificial intelligence (XAI) method, the authors developed MolGrad and tested it on a number of ADME predictive tasks. MolGrad incorporates explainable features to facilitate interpretation of the predictions. In this model, they train MolGrad with data from a Plasma-protein binding assay (PPB) to predict the fraction bound in plasma of small molecules.",Compound,Single,Experimental value,Pretrained,"ADME,Fraction bound,Chemical graph model",https://github.com/ersilia-os/eos6ao8,https://pubs.acs.org/doi/10.1021/acs.jcim.0c01344,https://github.com/josejimenezluna/molgrad/,AGPL-3.0,"eos6ao8,molgrad-ppb","$ ersilia serve molgrad-ppb
$ ersilia api -i 'CCCOCCC'
$ ersilia close",Fraction (%) bound in plasma,Regression,miquelduranfrigola,19/10/2021,https://github.com/miquelduranfrigola,Single,Float,,https://hub.docker.com/r/ersiliaos/eos6ao8,AMD64,https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos6ao8.zip
eos9zw0,molpmofit,Ready,https://github.com/ersilia-os/eos9zw0,Molecular Prediction Model Fine-Tuning (MolPMoFiT),"Using self-supervised learning, the authors pre-trained a large model using one millon unlabelled molecules from ChEMBL. This model can subsequently be fine-tuned for various QSAR tasks. Here, we provide the encodings for the molecular structures using the pre-trained model, not the fine-tuned QSAR models.",Compound,Single,Other value,Pretrained,"Descriptor,Embedding",https://github.com/ersilia-os/eos9zw0,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-020-00430-x,https://github.com/XinhaoLi74/MolPMoFiT,CC,,"$ ersilia serve molpmofit
$ ersilia api -i 'CCCOCCC'
$ ersilia close","Embedding vectors of each smiles are obtained, represented in a matrix, where each row is a vector of embedding of each smiles character, with a dimension of 400. The pretrained model is loaded using the fastai library",Representation,GemmaTuron,6/11/2023,https://github.com/GemmaTuron,Matrix,Float,,https://hub.docker.com/r/ersiliaos/eos9zw0,"AMD64,ARM64",https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos9zw0.zip
eos2rd8,molt5-smiles-to-caption,Ready,https://github.com/ersilia-os/eos2rd8,MolT5-Translation between Molecules and Natural Language,"MolT5 (Molecular T5) is a self-supervised learning framework pretrained on unlabeled natural language text and molecule strings with two end goals: molecular captioning (given a molecule, generate its description) and text-based de novo molecular generation (given a description, propose a molecule that matches it). This implementation is focused on molecular captioning.",Compound,Single,Text,Pretrained,"Chemical language model,Chemical notation",https://github.com/ersilia-os/eos2rd8,https://arxiv.org/abs/2204.11817,https://github.com/blender-nlp/MolT5,None,"eos2rd8,molt5-smiles-to-caption","$ ersilia serve molt5-smiles-to-caption
$ ersilia api -i 'CCCOCCC'
$ ersilia close",Description of a molecule,Representation,Amna-28,14/11/2022,https://github.com/Amna-28,Single,String,,https://hub.docker.com/r/ersiliaos/eos2rd8,AMD64,https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos2rd8.zip
eos78ao,mordred,Ready,https://github.com/ersilia-os/eos78ao,Mordred chemical descriptors,"A set of ca 1,800 chemical descriptors, including both RDKit and original modules. It is comparable to the well known PaDEL-Descriptors (see eos7asg), but has shorter calculation times and can process larger molecules.",Compound,Single,Descriptor,Pretrained,Descriptor,https://github.com/ersilia-os/eos78ao,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-018-0258-y,https://github.com/mordred-descriptor/mordred,BSD-3.0,"eos78ao,mordred","$ ersilia serve mordred
$ ersilia api -i 'CCCOCCC'
$ ersilia close",Vector representation of a molecule,Representation,miquelduranfrigola,17/9/2021,https://github.com/miquelduranfrigola,List,Float,,https://hub.docker.com/r/ersiliaos/eos78ao,"AMD64,ARM64",https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos78ao.zip
eos5axz,morgan-counts,Ready,https://github.com/ersilia-os/eos5axz,Morgan counts fingerprints,"The Morgan Fingerprints, or extended connectivity fingerprints (ECFP4) are one of the most widely used molecular representations. They are circular representations (from an atom, search the atoms around with a radius n) and can have thousands of features. This implementation uses the RDKit package and is done with radius 3 and 2048 dimensions.",Compound,Single,Descriptor,Pretrained,"Fingerprint,Descriptor",https://github.com/ersilia-os/eos5axz,https://www.rdkit.org/docs/RDKit_Book.html,https://github.com/rdkit/rdkit,BSD-3.0,"eos5axz,morgan-counts","$ ersilia serve morgan-counts
$ ersilia api -i 'CCCOCCC'
$ ersilia close",Vector representation of a molecule,Representation,miquelduranfrigola,30/8/2021,https://github.com/miquelduranfrigola,List,Integer,,https://hub.docker.com/r/ersiliaos/eos5axz,"AMD64,ARM64",https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos5axz.zip
eos4wt0,morgan-fps,Ready,https://github.com/ersilia-os/eos4wt0,Morgan Fingerprints,"The Morgan Fingerprints are one of the most widely used molecular representations. They are circular representations (from an atom,search the atoms around with a radius n) and can have thousands of features. This implementation uses the RDKit package and is done with radius 3 and 2048 dimensions,providing a binary vector as output. For Morgan counts, see eos5axz.",Compound,Single,Descriptor,Pretrained,"Descriptor,Fingerprint",https://github.com/ersilia-os/eos4wt0,https://pubmed.ncbi.nlm.nih.gov/20426451/,https://www.rdkit.org/docs,BSD-3.0,,"$ ersilia serve morgan-fps
$ ersilia api -i 'CCCOCCC'
$ ersilia close",Binary vector representing the SMILES,Representation,GemmaTuron,1/12/2023,https://github.com/GemmaTuron,List,Integer,,https://hub.docker.com/r/ersiliaos/eos4wt0,"AMD64,ARM64",https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos4wt0.zip
eos9ym3,mrlogp,Ready,https://github.com/ersilia-os/eos9ym3,Neural network-based logP prediction for druglike small molecules,"The authors use a two-step approach to build a model that accurately predicts the lipophilicity (LogP) of small molecules. First, they train the model on a large amount of low accuracy predicted LogP values and then they fine-tune the network using a small, accurate dataset of 244 druglike compounds. The model achieves an average root mean squared error of 0.988 and 0.715 against druglike molecules from Reaxys and PHYSPROP.",Compound,Single,Descriptor,Pretrained,"Lipophilicity,LogP",https://github.com/ersilia-os/eos9ym3,https://www.mdpi.com/2227-9717/9/11/2029/htm,https://github.com/JustinYKC/MRlogP,MIT,,"$ ersilia serve mrlogp
$ ersilia api -i 'CCCOCCC'
$ ersilia close",PRedicted LogP of small molecules,Regression,leilayesufu,12/12/2023,https://github.com/leilayesufu,Single,Float,,https://hub.docker.com/r/ersiliaos/eos9ym3,AMD64,https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos9ym3.zip
eos4f95,mycetos,Ready,https://github.com/ersilia-os/eos4f95,Inhibition of Eumycetoma from MycetOS,"This model predicts the growth of the fungus M. mycetomatis, causal agent of Mycetoma, in presence of small drugs. It has been developed using the data from MycetOS, an opemn source initiative aiming at finding new patent-free drugs. The model has been trained using the LazyQSAR package (MorganBinaryClassifier) from Ersilia.",Compound,Single,Probability,In-house,"Mycetoma,Antifungal activity",https://github.com/ersilia-os/eos4f95,https://www.ijidonline.com/article/S1201-9712(20)31735-5/fulltext,https://github.com/ersilia-os/lazy-qsar,GPL-3.0,,"$ ersilia serve mycetos
$ ersilia api -i 'CCCOCCC'
$ ersilia close","Probability of inhibition of M. mycetomatis (growth assay, cut-off at 20% growth)",Classification,GemmaTuron,27/9/2023,https://github.com/GemmaTuron,Single,Float,https://eos4f95-8vlty.ondigitalocean.app/,https://hub.docker.com/r/ersiliaos/eos4f95,AMD64,https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos4f95.zip
eos8d8a,mycpermcheck,Ready,https://github.com/ersilia-os/eos8d8a,Membrane permeability in Mycobacterium tuberculosis,"MycPermCheck predicts potential to permeate the Mycobacterium tuberculosis cell membrane based on physicochemical properties.
Due to the lack of reliable experimental datapoints, the authors defined the training set using molecules that are active against M.tb (MIC < 10 uM) (therefore, permeable) and have a molecular weight of <500 Dalton",Compound,Single,Probability,Pretrained,"Permeability,M.tuberculosis,ADME,Tuberculosis",https://github.com/ersilia-os/eos8d8a,https://academic.oup.com/bioinformatics/article/29/1/62/272745,https://www.mycpermcheck.aksotriffer.pharmazie.uni-wuerzburg.de/index.html,MIT,"eos8d8a,mycpermcheck","$ ersilia serve mycpermcheck
$ ersilia api -i 'CCCOCCC'
$ ersilia close",Probability of permeability across the M.tb cell wall,Classification,miquelduranfrigola,14/10/2021,https://github.com/miquelduranfrigola,Single,Float,,https://hub.docker.com/r/ersiliaos/eos8d8a,AMD64,https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos8d8a.zip
eos6tg8,natural-product-fingerprint,Ready,https://github.com/ersilia-os/eos6tg8,Natural product fingerprint,The model uses a combination of two multilayer perceptron networks (baseline and auxiliar) and an autoencoder-like network to extract natural-product specific fingerprints that outperform traditional methods for molecular representation. The training sets correspond to the coconut database (NP) and the Zinc database (synthetic). ,Compound,Single,Descriptor,Pretrained,"Natural product,Fingerprint,Descriptor",https://github.com/ersilia-os/eos6tg8,https://www.sciencedirect.com/science/article/pii/S2001037021003226?via%3Dihub#f0010,https://github.com/kochgroup/neural_npfp,None,"eos6tg8,natural-product-fingerprint","$ ersilia serve natural-product-fingerprint
$ ersilia api -i 'CCCOCCC'
$ ersilia close",Descriptor of a molecule,Representation,miquelduranfrigola,3/11/2021,https://github.com/miquelduranfrigola,List,String,,https://hub.docker.com/r/ersiliaos/eos6tg8,AMD64,https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos6tg8.zip
eos9yui,natural-product-likeness,Ready,https://github.com/ersilia-os/eos9yui,Natural product likeness score,"The model is a derivation of the natural product fingerprint (eos6tg8). In addition to generating specific natural product fingerprints, the activation value of the neuron that predicts if a molecule is a natural product or not can be used as a NP-likeness score. The method outperforms the NP_Score implemented in RDKit.",Compound,Single,Score,Pretrained,"Natural product,Drug-likeness",https://github.com/ersilia-os/eos9yui,https://www.sciencedirect.com/science/article/pii/S2001037021003226?,https://github.com/kochgroup/neural_npfp,None,"eos9yui,natural-product-likeness","$ ersilia serve natural-product-likeness
$ ersilia api -i 'CCCOCCC'
$ ersilia close",Higher score indicates higher natural product likeness,Regression,miquelduranfrigola,19/10/2021,https://github.com/miquelduranfrigola,Single,Float,,https://hub.docker.com/r/ersiliaos/eos9yui,AMD64,https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos9yui.zip
eos8ioa,natural-product-score,Ready,https://github.com/ersilia-os/eos8ioa,Natural product score,"A simple score to distinguish between natural products (-like) and synthetic compounds. The score was calculated using an analysis of the structural features that distinguish natural products (NP) from synthetic molecules. NP structures were obtained from the CRC Dictionary of Natural products and synthetic molecules belong to an in-house collection. This method has been contributed to the RDKit package, Ersilia is simply implementing the RDKit NP_Score.",Compound,Single,Score,Pretrained,"Natural product,Drug-likeness",https://github.com/ersilia-os/eos8ioa,http://pubs.acs.org/doi/abs/10.1021/ci700286x,https://github.com/rdkit/rdkit/tree/master/Contrib/NP_Score,BSD-3.0,"eos8ioa,natural-product-score","$ ersilia serve natural-product-score
$ ersilia api -i 'CCCOCCC'
$ ersilia close",Higher score indicates higher natural product likeness,Regression,miquelduranfrigola,19/10/2021,https://github.com/miquelduranfrigola,List,Float,,https://hub.docker.com/r/ersiliaos/eos8ioa,"AMD64,ARM64",https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos8ioa.zip
eos5jz9,ncats-cyp2c9,Ready,https://github.com/ersilia-os/eos5jz9,CYP2C9 Metabolism,"Analysis of metabolic stability, determining the inhibition of CYP2C9 activity and whether the compounds are a substrate for the CYP2C9 enzyme. The data to build these models has been publicly available at PubChem (AID1645840, AID1645841, AID1645842) by ADME@NCATS",Compound,Single,Probability,Pretrained,"CYP450,ADME,Metabolism",https://github.com/ersilia-os/eos5jz9,https://dmd.aspetjournals.org/content/49/9/822,https://github.com/ncats/ncats-adme,None,,"$ ersilia serve ncats-cyp2c9
$ ersilia api -i 'CCCOCCC'
$ ersilia close",Probability of inhibiting the enzyme and probability of being a ubstrate of the enzyme. Activity in both indicates the compound is a ligand of the enzyme.,Classification,ZakiaYahya,5/7/2023,https://github.com/ZakiaYahya,List,Float,,https://hub.docker.com/r/ersiliaos/eos5jz9,"AMD64,ARM64",https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos5jz9.zip
eos7nno,ncats-cyp2d6,Ready,https://github.com/ersilia-os/eos7nno,CYP2D6 Metabolism,"Analysis of metabolic stability, determining the inhibition of CYP2D6 activity and whether the compounds are a substrate for the CYP2D6 enzyme. The data to build these models has been publicly available at PubChem (AID1645840, AID1645841, AID1645842) by ADME@NCATS",Compound,Single,Probability,Pretrained,"CYP450,ADME,Metabolism",https://github.com/ersilia-os/eos7nno,https://dmd.aspetjournals.org/content/49/9/822,https://github.com/ncats/ncats-adme,None,,"$ ersilia serve ncats-cyp2d6
$ ersilia api -i 'CCCOCCC'
$ ersilia close",Probability of inhibiting the enzyme and probability of being a ubstrate of the enzyme. Activity in both indicates the compound is a ligand of the enzyme.,Classification,ZakiaYahya,6/7/2023,https://github.com/ZakiaYahya,List,Float,,https://hub.docker.com/r/ersiliaos/eos7nno,"AMD64,ARM64",https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos7nno.zip
eos3ev6,ncats-cyp3a4,Ready,https://github.com/ersilia-os/eos3ev6,CYP3A4 Metabolism,"Analysis of metabolic stability, determining the inhibition of CYP3A4 activity and whether the compounds are a substrate for the CYP3A$ enzyme. The data to build these models has been publicly available at PubChem (AID1645840, AID1645841, AID1645842) by ADME@NCATS.",Compound,Single,Probability,Pretrained,"CYP450,ADME,Metabolism",https://github.com/ersilia-os/eos3ev6,https://dmd.aspetjournals.org/content/49/9/822,https://github.com/ncats/ncats-adme,None,,"$ ersilia serve ncats-cyp3a4
$ ersilia api -i 'CCCOCCC'
$ ersilia close",Probability of inhibiting the enzyme and probability of being a ubstrate of the enzyme. Activity in both indicates the compound is a ligand of the enzyme.,Classification,ZakiaYahya,6/7/2023,https://github.com/ZakiaYahya,List,Float,,https://hub.docker.com/r/ersiliaos/eos3ev6,"AMD64,ARM64",https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos3ev6.zip
eos44zp,ncats-cyp450,Ready,https://github.com/ersilia-os/eos44zp,CYP450 metabolism,"Analysis of metabolic stability, determining the inhibition of CYP450 activity and whether the compounds are a substrate for the CYP450 enzymes. The data to build these models is publicly available at PubChem, AID1645840, AID1645841, AID1645842. The tested cyps include CYP2C9, CYP2D6 and CYP3A4.",Compound,Single,Probability,Pretrained,"CYP450,ADME,Metabolism",https://github.com/ersilia-os/eos44zp,https://dmd.aspetjournals.org/content/49/9/822,https://github.com/ncats/ncats-adme,None,,"$ ersilia serve ncats-cyp450
$ ersilia api -i 'CCCOCCC'
$ ersilia close",Probability of inhibiting the enzyme and probability of being a ubstrate of the enzyme. Activity in both indicates the compound is a ligand of the enzyme.,Classification,GemmaTuron,6/4/2023,https://github.com/GemmaTuron,List,Float,,https://hub.docker.com/r/ersiliaos/eos44zp,AMD64,https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos44zp.zip
eos9yy1,ncats-hlcs,Ready,https://github.com/ersilia-os/eos9yy1,Human Liver Cytosolic Stability,"The human liver cytosol stability model is used for predicting the stability of a drug in the cytosol of human liver cells, which is beneficial for identifying potential drug candidates early during the drug discovery process. If a drug compound is quickly absorbed, it may not reach the intended target in the body or become toxic. On the other hand, if a drug compound is too stable, it could accumulate and cause detrimental effects. The authors use an NCATS dataset of 1450 compounds screened in vitro in mouse and human cytosol fractions. Compounds were classified as stable (half-life > 30min) or unstable (half-life ≤ 30 min). Note that authors report the dataset was biased towards stable compounds. The validation set of 250 compounds is openly available.",Compound,Single,Probability,Pretrained,"ADME,Metabolism,Human,Half-life",https://github.com/ersilia-os/eos9yy1,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-020-00426-7,https://github.com/ncats/ncats-adme,None,,"$ ersilia serve ncats-hlcs
$ ersilia api -i 'CCCOCCC'
$ ersilia close",Probability of a compound being unstable (half-life ≤ 30min) due to liver cells metabolism,Classification,pauline-banye,1/3/2023,https://github.com/pauline-banye,Single,Float,,https://hub.docker.com/r/ersiliaos/eos9yy1,"AMD64,ARM64",https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos9yy1.zip
eos31ve,ncats-hlm,Ready,https://github.com/ersilia-os/eos31ve,Human Liver Microsomal Stability,"The Human Liver Microsomal assay takes into account the liver-mediated drug metabolism to assess the stability of a compound in the human body. The NIH-NCATS group took a proprietary dataset of 4300 compounds with its associated HLM (in vitro half-life; unstable ≤  30 min, stable >30 min) and used it to train a classifier.",Compound,Single,Probability,Pretrained,"Metabolism,ADME,Human,Microsomal stability,Half-life",https://github.com/ersilia-os/eos31ve,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-020-00426-7,https://github.com/ncats/ncats-adme/tree/master,None,,"$ ersilia serve ncats-hlm
$ ersilia api -i 'CCCOCCC'
$ ersilia close",Probability of a compound being unstable in a HLM assay (half-life ≤ 30min),Classification,pauline-banye,27/3/2023,https://github.com/pauline-banye,Single,Float,,https://hub.docker.com/r/ersiliaos/eos31ve,AMD64,https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos31ve.zip
eos81ew,ncats-pampa5,Ready,https://github.com/ersilia-os/eos81ew,Parallel Artificial Membrane Permeability Assay 5,"Parallel Artificial Membrane Permeability is an in vitro surrogate to determine the permeability of drugs across cellular membranes. PAMPA at pH 5 was experimentally determined in a dataset of 5,473 unique compounds by the NIH-NCATS. 50% of the dataset was used to train a classifier (SVM) to predict the permeability of new compounds, and validated on the remaining 50% of the data, rendering an AUC = 0.88. The Peff was converted to logarithmic, log Peff value lower than 2.0 were considered to have low to moderate permeability, and those with a value higher than 2.5 were considered as high-permeability compounds. Compounds with a value between 2.0 and 2.5 were omitted from the dataset. A subset of the data is available at PubChem (AID 1645871)",Compound,Single,Probability,Pretrained,"ADME,Permeability,LogP",https://github.com/ersilia-os/eos81ew,https://www.sciencedirect.com/science/article/pii/S0968089621005964,https://github.com/ncats/ncats-adme,None,,"$ ersilia serve ncats-pampa5
$ ersilia api -i 'CCCOCCC'
$ ersilia close",Probability of a compound being poorly permeable (logPeff < 1),Classification,pauline-banye,29/1/2023,https://github.com/pauline-banye,Single,Float,,https://hub.docker.com/r/ersiliaos/eos81ew,AMD64,https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos81ew.zip
eos9tyg,ncats-pampa74,Ready,https://github.com/ersilia-os/eos9tyg,Parallel Artificial Membrane Permeability Assay (PAMPA) 7,"Parallel Artificial Membrane Permeability is an in vitro surrogate to determine the permeability of drugs across cellular membranes. PAMPA at pH 7.4 was experimentally determined in a dataset of 5,473 unique compounds by the NIH-NCATS. 50% of the dataset was used to train a classifier (SVM) to predict the permeability of new compounds, and validated on the remaining 50% of the data, rendering an AUC = 0.88. The Peff was converted to logarithmic, log Peff value lower than 2.0 were considered to have low to moderate permeability, and those with a value higher than 2.5 were considered as high-permeability compounds. Compounds with a value between 2.0 and 2.5 were omitted from the dataset. A subset of the data is available at PubChem (AID 1645871)",Compound,Single,Probability,Pretrained,"ADME,Permeability,LogP",https://github.com/ersilia-os/eos9tyg,https://slas-discovery.org/article/S2472-5552(22)06765-X/fulltext,https://github.com/ncats/ncats-adme,None,,"$ ersilia serve ncats-pampa74
$ ersilia api -i 'CCCOCCC'
$ ersilia close",Probability of a compound being poorly permeable (logPeff < 1),Classification,pauline-banye,8/4/2023,https://github.com/pauline-banye,Single,Float,,https://hub.docker.com/r/ersiliaos/eos9tyg,"AMD64,ARM64",https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos9tyg.zip
eos5505,ncats-rlm,Ready,https://github.com/ersilia-os/eos5505,Rat liver microsomal stability,"Hepatic metabolic stability is key to ensure the drug attains the desired concentration in the body. The Rat Liver Microsomal (RLM) stability is a good approximation of a compound’s stability in the human body, and NCATS has collected a proprietary dataset of 20216 compounds with its associated RLM (in vitro half-life; unstable ≤30 min, stable >30 min) and used it to train a classifier based on an ensemble of several ML approaches (random forest, deep neural networks, graph convolutional neural networks and recurrent neural networks)",Compound,Single,Probability,Pretrained,"Microsomal stability,Rat,ADME,Metabolism,Half-life",https://github.com/ersilia-os/eos5505,https://slas-discovery.org/article/S2472-5552(22)06765-X/fulltext,https://github.com/ncats/ncats-adme,None,,"$ ersilia serve ncats-rlm
$ ersilia api -i 'CCCOCCC'
$ ersilia close",Probability of a compound being unstable in RLM assay (half-life ≤ 30min),Classification,pauline-banye,12/1/2023,https://github.com/pauline-banye,Single,Float,,https://hub.docker.com/r/ersiliaos/eos5505,"AMD64,ARM64",https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos5505.zip
eos74bo,ncats-solubility,Ready,https://github.com/ersilia-os/eos74bo,Aqueous Kinetic Solubility,"Kinetic aqueous solubility (μg/mL) was experimentally determined using the same SOP in over 200 NCATS drug discovery projects. A final dataset of 11780 non-redundant molecules and their associated solubility was used to train a SVM classifier. Approximately half of the dataset has poor solubility (< 10 μg/mL), and two-thirds of these low soluble molecules report values of < 1 μg/mL. A subset of the data used is available at PubChem (AID 1645848).",Compound,Single,Probability,Pretrained,"ADME,Solubility",https://github.com/ersilia-os/eos74bo,https://slas-discovery.org/article/S2472-5552(22)06765-X/fulltext,https://github.com/ncats/ncats-adme,None,,"$ ersilia serve ncats-solubility
$ ersilia api -i 'CCCOCCC'
$ ersilia close",Probability of a compound having poor solublibity (< 10 µg/ml),Classification,pauline-banye,31/1/2023,https://github.com/pauline-banye,Single,Float,,https://hub.docker.com/r/ersiliaos/eos74bo,AMD64,https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos74bo.zip
